,radius,value,type
312,0.0,0.0,uniform
313,0.0,0.0,poisson
314,0.0,0.0,gaussian
315,0.0,0.0,triangular
316,0.0,0.0,uniform
317,0.0,0.0,poisson
318,0.0,0.0,gaussian
319,0.0,0.0,triangular
320,0.0,0.0,uniform
321,0.0,0.0,poisson
322,0.0,0.0,gaussian
323,0.0,0.0,triangular
324,0.0,0.0,uniform
325,0.0,0.0,poisson
326,0.0,0.0,gaussian
327,0.0,0.0,triangular
328,0.0,0.0,uniform
329,0.0,0.0,poisson
330,0.0,0.0,gaussian
331,0.0,0.0,triangular
332,0.0,0.0,uniform
333,0.0,0.0,poisson
334,0.0,0.0,gaussian
335,0.0,0.0,triangular
336,0.0,0.0,uniform
337,0.0,0.0,poisson
338,0.0,0.0,gaussian
339,0.0,0.0,triangular
340,0.0,0.0,uniform
341,0.0,0.0,poisson
342,0.0,0.0,gaussian
343,0.0,0.0,triangular
344,0.0,0.0,uniform
345,0.0,0.0,poisson
346,0.0,0.0,gaussian
347,0.0,0.0,triangular
348,0.0,0.0,uniform
349,0.0,0.0,poisson
350,0.0,0.0,gaussian
351,0.0,0.0,triangular
352,0.0,0.0,uniform
353,0.0,0.0,poisson
354,0.0,0.0,gaussian
355,0.0,0.0,triangular
356,0.0,0.0,uniform
357,0.0,0.0,poisson
358,0.0,0.0,gaussian
359,0.0,0.0,triangular
360,0.0,0.0,uniform
361,0.0,0.0,poisson
362,0.0,0.0,gaussian
363,0.0,0.0,triangular
364,0.0,0.0,uniform
365,0.0,0.0,poisson
366,0.0,0.0,gaussian
367,0.0,0.0,triangular
368,0.0,0.0,uniform
369,0.0,0.0,poisson
370,0.0,0.0,gaussian
371,0.0,0.0,triangular
372,0.0,0.0,uniform
373,0.0,0.0,poisson
374,0.0,0.0,gaussian
375,0.0,0.0,triangular
376,0.0,0.0,uniform
377,0.0,0.0,poisson
378,0.0,0.0,gaussian
379,0.0,0.0,triangular
380,0.0,0.0,uniform
381,0.0,0.0,poisson
382,0.0,0.0,gaussian
383,0.0,0.0,triangular
384,0.0,0.0,uniform
385,0.0,0.0,poisson
386,0.0,0.0,gaussian
387,0.0,0.0,triangular
388,0.0,0.0,uniform
389,0.0,0.0,poisson
390,0.0,0.0,gaussian
391,0.0,0.0,triangular
392,0.0,0.0,uniform
393,0.0,0.0,poisson
394,0.0,0.0,gaussian
395,0.0,0.0,triangular
396,0.0,0.0,uniform
397,0.0,0.0,poisson
398,0.0,0.0,gaussian
399,0.0,0.0,triangular
400,0.25,163.89527340506126,uniform
401,0.25,126.79169118892698,poisson
402,0.25,35.88952274200843,gaussian
403,0.25,147.220682872451,triangular
404,0.25,205.857069914021,uniform
405,0.25,127.25367767010603,poisson
406,0.25,155.9888858418048,gaussian
407,0.25,55.09909828606905,triangular
408,0.25,131.716811934836,uniform
409,0.25,209.8352629406921,poisson
410,0.25,57.58070903259824,gaussian
411,0.25,141.6114921577305,triangular
412,0.25,12.530450932210062,uniform
413,0.25,146.92818368387464,poisson
414,0.25,150.6450523788012,gaussian
415,0.25,80.76517821389442,triangular
416,0.25,1.0860262381148253,uniform
417,0.25,209.77472194210634,poisson
418,0.25,80.52763466940036,gaussian
419,0.25,82.07534877937705,triangular
420,0.25,31.523655418038558,uniform
421,0.25,125.88040281227386,poisson
422,0.25,32.39666299041909,gaussian
423,0.25,180.77852207363202,triangular
424,0.25,144.66244475159672,uniform
425,0.25,146.88716406730015,poisson
426,0.25,113.02254615395371,gaussian
427,0.25,220.36575842341975,triangular
428,0.25,183.33162792491305,uniform
429,0.25,148.18847054908943,poisson
430,0.25,51.39399047430069,gaussian
431,0.25,135.08168103808282,triangular
432,0.25,245.47146455645913,uniform
433,0.25,170.0509387832766,poisson
434,0.25,77.98555318613992,gaussian
435,0.25,81.90619575579301,triangular
436,0.25,79.96008603080715,uniform
437,0.25,105.77512436090905,poisson
438,0.25,93.82527943683125,gaussian
439,0.25,97.17190018764653,triangular
440,0.25,141.625768488754,uniform
441,0.25,127.05025547412282,poisson
442,0.25,34.54100398489571,gaussian
443,0.25,24.62889808086954,triangular
444,0.25,235.28784612039797,uniform
445,0.25,63.278564509541575,poisson
446,0.25,76.08065157623379,gaussian
447,0.25,188.58608994739984,triangular
448,0.25,180.8553169993171,uniform
449,0.25,83.91126011166756,poisson
450,0.25,148.34162119006777,gaussian
451,0.25,108.64878570827027,triangular
452,0.25,4.9676502178593225,uniform
453,0.25,105.0872004614216,poisson
454,0.25,38.842602310302304,gaussian
455,0.25,60.67572076193069,triangular
456,0.25,4.157238602236293,uniform
457,0.25,84.92445643334237,poisson
458,0.25,124.16305484657191,gaussian
459,0.25,153.93799721098353,triangular
460,0.25,146.01123259189507,uniform
461,0.25,84.11400712123749,poisson
462,0.25,130.66268079832693,gaussian
463,0.25,102.1069382732632,triangular
464,0.25,180.44799049704983,uniform
465,0.25,170.0555505748233,poisson
466,0.25,61.41403775303427,gaussian
467,0.25,101.97149988069022,triangular
468,0.25,244.51105169928857,uniform
469,0.25,148.79627870200298,poisson
470,0.25,162.3399082101642,gaussian
471,0.25,125.79757768160621,triangular
472,0.25,169.1124048993413,uniform
473,0.25,105.97921269539506,poisson
474,0.25,29.78820292360645,gaussian
475,0.25,36.6386343519342,triangular
476,0.25,44.44775446804704,uniform
477,0.25,63.76792949349245,poisson
478,0.25,32.61056461039795,gaussian
479,0.25,38.41194941968397,triangular
480,0.25,186.92165438213223,uniform
481,0.25,63.7703703913055,poisson
482,0.25,123.372789788345,gaussian
483,0.25,115.37248805523134,triangular
484,0.25,174.49888891603172,uniform
485,0.25,105.3721651689668,poisson
486,0.25,130.36707858346642,gaussian
487,0.25,110.2337829891669,triangular
488,0.25,142.7429759399672,uniform
489,0.25,127.44415989432295,poisson
490,0.25,32.57911071265343,gaussian
491,0.25,67.09883198048307,triangular
492,0.25,10.805979092408135,uniform
493,0.25,63.31751649273393,poisson
494,0.25,18.69100583525895,gaussian
495,0.25,105.68143427445722,triangular
496,0.25,169.55462073251147,uniform
497,0.25,42.08454269452059,poisson
498,0.25,119.98967652143594,gaussian
499,0.25,35.31487650798393,triangular
500,0.25,172.0259014771105,uniform
501,0.25,63.32693924243333,poisson
502,0.25,54.16608783086331,gaussian
503,0.25,147.01327682325442,triangular
504,0.25,67.09915002239785,uniform
505,0.25,84.95810613601668,poisson
506,0.25,57.05450686136475,gaussian
507,0.25,146.45321140044035,triangular
508,0.25,163.89582199821518,uniform
509,0.25,84.0210606317397,poisson
510,0.25,159.13267827626177,gaussian
511,0.25,98.0999922573682,triangular
512,0.25,176.57281547025613,uniform
513,0.25,62.95884562317029,poisson
514,0.25,90.05102029636461,gaussian
515,0.25,133.45473882387498,triangular
516,0.25,238.91275152402542,uniform
517,0.25,42.06844058057848,poisson
518,0.25,86.80912626741363,gaussian
519,0.25,52.69555220042361,triangular
520,0.25,234.12845823526,uniform
521,0.25,127.49070148873793,poisson
522,0.25,135.93800295119618,gaussian
523,0.25,114.68645105677811,triangular
524,0.25,59.815690691993076,uniform
525,0.25,63.7680087856565,poisson
526,0.25,33.27643564777989,gaussian
527,0.25,154.9055794705716,triangular
528,0.25,165.43783678212338,uniform
529,0.25,105.0129929090914,poisson
530,0.25,65.00314415298139,gaussian
531,0.25,170.6261797509673,triangular
532,0.25,79.23956454069595,uniform
533,0.25,85.02500481921898,poisson
534,0.25,18.09547252148959,gaussian
535,0.25,155.1016590430967,triangular
536,0.25,20.313404863892018,uniform
537,0.25,146.9649493752593,poisson
538,0.25,20.20604926636224,gaussian
539,0.25,199.3680627603859,triangular
540,0.25,16.872645974723145,uniform
541,0.25,147.17713813306935,poisson
542,0.25,31.028938239546154,gaussian
543,0.25,31.927799303227417,triangular
544,0.25,125.43239403298995,uniform
545,0.25,0.0,poisson
546,0.25,118.2502477052501,gaussian
547,0.25,77.75626528167149,triangular
548,0.25,101.16489725904566,uniform
549,0.25,63.71993558457492,poisson
550,0.25,89.71728130070257,gaussian
551,0.25,111.42556449053593,triangular
552,0.25,181.2041697178724,uniform
553,0.25,126.65086095885528,poisson
554,0.25,149.1977695649043,gaussian
555,0.25,94.70609327587054,triangular
556,0.25,56.74976575293354,uniform
557,0.25,127.19279067844572,poisson
558,0.25,47.137985086202,gaussian
559,0.25,131.66004350503553,triangular
560,0.25,51.27732523214841,uniform
561,0.25,105.55282211077747,poisson
562,0.25,23.162054077265754,gaussian
563,0.25,203.92842586919988,triangular
564,0.25,220.13937729935836,uniform
565,0.25,169.33982429855382,poisson
566,0.25,54.065955734327524,gaussian
567,0.25,118.22898782395563,triangular
568,0.25,219.3586573419648,uniform
569,0.25,125.98546755852274,poisson
570,0.25,91.45010909919667,gaussian
571,0.25,129.609167605164,triangular
572,0.25,231.6035999291259,uniform
573,0.25,147.78570608248836,poisson
574,0.25,63.154323456863644,gaussian
575,0.25,190.0974208964661,triangular
576,0.25,200.4734884941645,uniform
577,0.25,104.9037733019868,poisson
578,0.25,24.990573779671237,gaussian
579,0.25,124.18197393413682,triangular
580,0.25,101.45864254317077,uniform
581,0.25,63.22250778371791,poisson
582,0.25,5.216868114007803,gaussian
583,0.25,10.047010567444627,triangular
584,0.25,151.37914089048448,uniform
585,0.25,148.62875874493332,poisson
586,0.25,85.61055293322083,gaussian
587,0.25,73.97233161461959,triangular
588,0.25,74.0215033809175,uniform
589,0.25,147.83697577291545,poisson
590,0.25,79.69319881631694,gaussian
591,0.25,115.28175550035998,triangular
592,0.25,224.90592154837137,uniform
593,0.25,62.93524110679788,poisson
594,0.25,25.814725846465233,gaussian
595,0.25,111.1302613924364,triangular
596,0.25,232.50253110130015,uniform
597,0.25,106.13610448983708,poisson
598,0.25,187.31149901179447,gaussian
599,0.25,128.54878069065336,triangular
600,0.25,77.19490436687308,uniform
601,0.25,84.16238793679146,poisson
602,0.25,55.78055054603534,gaussian
603,0.25,134.68404353022876,triangular
604,0.25,114.33644927488507,uniform
605,0.25,126.77974318295213,poisson
606,0.25,91.17004477761095,gaussian
607,0.25,187.28448426184667,triangular
608,0.25,133.9057847612422,uniform
609,0.25,170.02517838536164,poisson
610,0.25,61.04904826946833,gaussian
611,0.25,217.3542908028434,triangular
612,0.25,86.12373661214082,uniform
613,0.25,147.79510146496568,poisson
614,0.25,47.71387707624878,gaussian
615,0.25,75.08062348581677,triangular
616,0.25,120.45345721552924,uniform
617,0.25,84.52136942473597,poisson
618,0.25,2.2609935889229553,gaussian
619,0.25,26.776275277461338,triangular
620,0.25,82.18833668852189,uniform
621,0.25,84.32750701402483,poisson
622,0.25,55.56527032380814,gaussian
623,0.25,127.33439039726738,triangular
624,0.25,184.2550194773387,uniform
625,0.25,233.02375687545458,poisson
626,0.25,37.53605407083349,gaussian
627,0.25,142.44631479558518,triangular
628,0.25,113.45963358311835,uniform
629,0.25,127.15513718081559,poisson
630,0.25,17.526010717427297,gaussian
631,0.25,44.09476885783728,triangular
632,0.25,207.5848797366022,uniform
633,0.25,84.15440372631979,poisson
634,0.25,119.50553340818871,gaussian
635,0.25,73.40983675990495,triangular
636,0.25,191.54803155667722,uniform
637,0.25,105.5587296846724,poisson
638,0.25,30.322049939491432,gaussian
639,0.25,139.78058295892865,triangular
640,0.25,183.47506650599763,uniform
641,0.25,211.84350978120622,poisson
642,0.25,130.82485484312406,gaussian
643,0.25,69.94768554808319,triangular
644,0.25,101.10750198493636,uniform
645,0.25,146.86367923622225,poisson
646,0.25,53.14251365130558,gaussian
647,0.25,141.62307182099406,triangular
648,0.25,90.9572568296586,uniform
649,0.25,105.83538762426834,poisson
650,0.25,71.1549320002771,gaussian
651,0.25,51.84807772200152,triangular
652,0.25,230.97620340342928,uniform
653,0.25,189.21863615437633,poisson
654,0.25,6.099746471346762,gaussian
655,0.25,119.99932330343812,triangular
656,0.25,51.36957809742418,uniform
657,0.25,42.012753883427386,poisson
658,0.25,39.63462394209971,gaussian
659,0.25,243.88768833721682,triangular
660,0.25,142.37605013773774,uniform
661,0.25,63.21275197910839,poisson
662,0.25,164.93865953089787,gaussian
663,0.25,134.55450137185267,triangular
664,0.25,74.42282179699417,uniform
665,0.25,104.8899330157613,poisson
666,0.25,8.505777901160348,gaussian
667,0.25,183.0719307901155,triangular
668,0.25,172.62867788317624,uniform
669,0.25,147.6479307775859,poisson
670,0.25,33.17772038079399,gaussian
671,0.25,93.32426174832905,triangular
672,0.25,204.12994243861263,uniform
673,0.25,63.135156261477896,poisson
674,0.25,228.88915866021125,gaussian
675,0.25,160.46445626853682,triangular
676,0.25,51.29022382235434,uniform
677,0.25,146.98870073829445,poisson
678,0.25,8.556448153750962,gaussian
679,0.25,112.1497384000796,triangular
680,0.25,230.07999378225304,uniform
681,0.25,127.42316661222591,poisson
682,0.25,174.17583547981314,gaussian
683,0.25,94.05537070496503,triangular
684,0.25,147.6175397873309,uniform
685,0.25,84.49313912140951,poisson
686,0.25,31.684717703664738,gaussian
687,0.25,140.2619390758718,triangular
688,0.25,113.53270342824048,uniform
689,0.25,21.25589875261188,poisson
690,0.25,9.67784920227361,gaussian
691,0.25,67.22303985978243,triangular
692,0.25,39.70839105896487,uniform
693,0.25,212.3764781368774,poisson
694,0.25,6.720101473573643,gaussian
695,0.25,109.26837021747754,triangular
696,0.25,184.01692222254522,uniform
697,0.25,169.8232285947039,poisson
698,0.25,6.131231495602994,gaussian
699,0.25,74.69288740924081,triangular
700,0.25,31.214458627006618,uniform
701,0.25,127.2360549246413,poisson
702,0.25,4.7233127511181925,gaussian
703,0.25,127.02646897327064,triangular
704,0.25,213.80652562446727,uniform
705,0.25,148.51466640083072,poisson
706,0.25,46.97934111439042,gaussian
707,0.25,64.55732698497525,triangular
708,0.25,108.147204243373,uniform
709,0.25,191.3187996502062,poisson
710,0.25,46.66244055948929,gaussian
711,0.25,232.51164306108032,triangular
712,0.25,238.93095574971642,uniform
713,0.25,168.25619434971367,poisson
714,0.25,56.35887812575556,gaussian
715,0.25,162.3185515401748,triangular
716,0.25,119.31798826589902,uniform
717,0.25,83.94487884605824,poisson
718,0.25,33.48701403026735,gaussian
719,0.25,160.7647936849002,triangular
720,0.25,212.6852390260962,uniform
721,0.25,232.91684371980816,poisson
722,0.25,70.10151029581866,gaussian
723,0.25,174.9590855419713,triangular
724,0.25,176.99707536242104,uniform
725,0.25,147.71010581615263,poisson
726,0.25,54.43215959343722,gaussian
727,0.25,220.86551145307848,triangular
728,0.25,100.6594494163031,uniform
729,0.25,83.91431757111431,poisson
730,0.25,123.45851129823518,gaussian
731,0.25,160.07381696715026,triangular
732,0.25,195.35575048661056,uniform
733,0.25,84.99443363579711,poisson
734,0.25,42.24719725149744,gaussian
735,0.25,126.59889243617276,triangular
736,0.25,97.56999389247365,uniform
737,0.25,167.8448072671113,poisson
738,0.25,92.073231618701,gaussian
739,0.25,27.726993766077907,triangular
740,0.25,88.8075615272768,uniform
741,0.25,63.15378192365276,poisson
742,0.25,43.34875545919302,gaussian
743,0.25,193.50075661752365,triangular
744,0.25,239.03903074854438,uniform
745,0.25,147.4878992709272,poisson
746,0.25,35.132320825650986,gaussian
747,0.25,151.07607330951956,triangular
748,0.25,166.3731841864588,uniform
749,0.25,42.514744691439944,poisson
750,0.25,16.75121828033537,gaussian
751,0.25,35.523532399931895,triangular
752,0.25,108.93081720579575,uniform
753,0.25,84.98008152221196,poisson
754,0.25,97.63181643379392,gaussian
755,0.25,121.90924165867092,triangular
756,0.25,30.350920016933866,uniform
757,0.25,83.92304834535796,poisson
758,0.25,58.34577250009165,gaussian
759,0.25,219.73719633266205,triangular
760,0.25,161.3258841234711,uniform
761,0.25,106.09804232099383,poisson
762,0.25,3.5118936121626976,gaussian
763,0.25,133.7251054639574,triangular
764,0.25,32.49611189262889,uniform
765,0.25,42.004037184144835,poisson
766,0.25,104.36338935896649,gaussian
767,0.25,152.41088342604647,triangular
768,0.25,11.858650501224458,uniform
769,0.25,126.0439536304539,poisson
770,0.25,64.18118750904435,gaussian
771,0.25,90.8785601355852,triangular
772,0.25,138.1683272137634,uniform
773,0.25,127.1827646160753,poisson
774,0.25,48.11892552425584,gaussian
775,0.25,176.45508330156102,triangular
776,0.25,181.44140618986307,uniform
777,0.25,148.74981233334316,poisson
778,0.25,44.20994801077227,gaussian
779,0.25,123.03391581509925,triangular
780,0.25,88.5965343009048,uniform
781,0.25,62.950234014996234,poisson
782,0.25,47.48029586820774,gaussian
783,0.25,160.94277740696998,triangular
784,0.25,106.1917317039538,uniform
785,0.25,126.36537392894617,poisson
786,0.25,15.04763437791219,gaussian
787,0.25,157.19253384281362,triangular
788,0.25,247.22494128236752,uniform
789,0.25,125.8730817212631,poisson
790,0.25,70.81075846003873,gaussian
791,0.25,173.69121380702256,triangular
792,0.25,75.24263730324668,uniform
793,0.25,146.85455372474172,poisson
794,0.25,68.46553123561638,gaussian
795,0.25,93.45258973446246,triangular
796,0.25,189.37385118402608,uniform
797,0.25,126.52866603239151,poisson
798,0.25,93.66166821975186,gaussian
799,0.25,109.35525894375014,triangular
800,0.5,66.35904867067256,uniform
801,0.5,126.74191526678769,poisson
802,0.5,173.41963973138104,gaussian
803,0.5,47.723966202575326,triangular
804,0.5,169.27711941427089,uniform
805,0.5,127.54447801630614,poisson
806,0.5,298.54438030587767,gaussian
807,0.5,327.1277870475974,triangular
808,0.5,168.78330606172,uniform
809,0.5,254.7763042616375,poisson
810,0.5,93.94120362397719,gaussian
811,0.5,343.1070587956821,triangular
812,0.5,358.16731851071074,uniform
813,0.5,127.49915660414379,poisson
814,0.5,44.456384775282466,gaussian
815,0.5,239.07478484680811,triangular
816,0.5,211.49918391262293,uniform
817,0.5,337.16362203779425,poisson
818,0.5,8.883781518663124,gaussian
819,0.5,341.5647054149946,triangular
820,0.5,300.1215518463073,uniform
821,0.5,127.43242980360093,poisson
822,0.5,260.63030769876104,gaussian
823,0.5,250.59250568392423,triangular
824,0.5,420.3341144364968,uniform
825,0.5,254.21627923111922,poisson
826,0.5,367.0190888279708,gaussian
827,0.5,99.43909329824506,triangular
828,0.5,327.89410695840223,uniform
829,0.5,127.54486400491108,poisson
830,0.5,237.89151224341552,gaussian
831,0.5,76.35287801690106,triangular
832,0.5,205.66448197148367,uniform
833,0.5,210.10682084762362,poisson
834,0.5,132.89957057541773,gaussian
835,0.5,191.69989562773392,triangular
836,0.5,86.22075476346234,uniform
837,0.5,0.0,poisson
838,0.5,14.34990700962857,gaussian
839,0.5,322.9355324558166,triangular
840,0.5,288.5318062809963,uniform
841,0.5,210.60278036611837,poisson
842,0.5,9.619615449142879,gaussian
843,0.5,366.7375546421516,triangular
844,0.5,142.25370916021714,uniform
845,0.5,251.7543919083372,poisson
846,0.5,201.8629097883657,gaussian
847,0.5,256.9509741292318,triangular
848,0.5,274.3691369350403,uniform
849,0.5,211.1214585411892,poisson
850,0.5,105.07022063261788,gaussian
851,0.5,475.28097607467595,triangular
852,0.5,152.03311472050132,uniform
853,0.5,209.82748715356254,poisson
